Title,Company,Company Link,Date Posted,Job Link,Insights,Description Snippet
Content Creator Intern,the LEGO Group,,2024-02-15,https://sg.linkedin.com/jobs/view/content-creator-intern-at-the-lego-group-3830473945?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=lsE%2BdC2K7OZ9zUs3NQKsog%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Job Description

Are you detailed and meticulous who enjoys building your capabilities in a global organisation? We need employees, all eager to engage actively in building a successful department, valuing collaboration, quality and fun in the everyday life!

We are hiring for a Content Creator Intern from July 2024 with a minimum commitment of 4 months. Please indicate your available dates in your Cover Letter and submit your CV together with unofficial transcripts.


Core Responsibilities




"
Product Marketing Intern,Parfums Christian Dior,,2024-02-21,https://sg.linkedin.com/jobs/view/product-marketing-intern-at-parfums-christian-dior-3835533725?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=d%2B3x7Bc4HWLU4Tp26p6v%2FA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"THE CONTEXT _________

Since 1947, the men and women of Parfums Christian Dior have embodied the founding ""couturier-perfumer's"" unique spirit of excellence, creativity and expertise, both in France and throughout the world. Our House is an open and highly-focused collective, a leader that thrives on the creativity of all its stakeholders. Our collective passion and our heritage, full of authenticity and dream, make us move forward and reinvent ourselves. By revolutionizing the codes of French s"
Economics Intern (m/f/x),Toloka,,2024-03-02,https://sg.linkedin.com/jobs/view/economics-intern-m-f-x-at-toloka-3841412556?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=b8lWPgKiVrC6EjgVMUYb9w%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"We are embarking on a large-scale project with a leading technology company to develop an AI system with a deep understanding of the humanities. This part-time, fully remote project offers a unique opportunity to influence the role of AI in philosophy, religion, languages, history, language arts, performing arts, and visual arts.

As an AI Tutor — Domain Expert, your work will involve creating and refining AI-generated content to ensure accuracy, relevance, and engagement across a wide array of "
Data Analyst Intern,foodpanda,,2024-02-26,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-foodpanda-3537334509?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=W%2FD7medCUedMbDIC9o2oVg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"""To be the most loved everyday food and groceries destination!"" - that’s our mission at foodpanda (small ‘f’).

foodpanda is the largest food and grocery delivery platform in Asia, outside of China. Operating in more than 400 cities across 11 markets, we continue to expand and grow in our core food delivery business, as well as in new verticals like grocery deliveries, with a strong tech infrastructure at our core. From our restaurants-partners, cloud kitchens and cloud grocery stores — foodpand"
Intern Digital Business Management (Summer) - Porsche Services Singapore Pte Ltd,Porsche Asia Pacific Pte Ltd,,2024-02-07,https://sg.linkedin.com/jobs/view/intern-digital-business-management-summer-porsche-services-singapore-pte-ltd-at-porsche-asia-pacific-pte-ltd-3824643620?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=fIPJFvpxdRyrbzXhSZ4OCQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Support the management in daily operations, including the preparation of management-level presentations
Contribute to the development of our digital solution portfolio
Create sales reporting and generate data-driven recommendations
Take over partial projects and complete them independently
Participate in the coordination and communication of brand and sales activities
Assist in planning and organization of activations and events
Close liaison with vendors, internal and external stakeholders


Re"
Data Analyst Intern (6 Months),Decathlon Singapore,,2024-02-09,https://sg.linkedin.com/jobs/view/data-analyst-intern-6-months-at-decathlon-singapore-3821135530?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=HDCxNgWVKsM8QPY4OdWTxQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Who we are

Decathlon is an international sporting goods creator and retailer with more than 60 in-house brands, sold through more than 1650 stores in 50 countries. Decathlon Singapore is looking for enthusiastic and proactive Data Interns to join our data team and create data-driven solutions relating to retail analytics, consumer analytics and sports analytics. You can expect to hone your data analytics skills and develop your data analytics journey here with us in this sports & retail industr"
Intern - Investment Risk Management,Eastspring Investments,,2023-11-17,https://sg.linkedin.com/jobs/view/intern-investment-risk-management-at-eastspring-investments-3767453274?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=Uc1mS7C4GEJxC%2B%2BcaUWAXw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Eastspring is a global asset manager with Asia at its core. We create a culture in which diversity is celebrated and inclusion assured, for our colleagues, customers, and partners. We provide a platform for our people to do their best work and make an impact to the business, and in exchange, we support our people's career ambitions. We pledge to make Eastspring a place where you can Connect, Grow and Succeed.

Key Accountabilities


Assist the Investment Risk Management (IRM) in day-to-day repor"
Training & Events Intern (6 months),LVMH,,2024-02-20,https://sg.linkedin.com/jobs/view/training-events-intern-6-months-at-lvmh-3830967414?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=5i%2BvyBBkI7OETyCJOCLirg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"About the Company

LVMH is the world leader in luxury.

A family group founded in 1987 and headed by Chairman and CEO Bernard Arnault, LVMH is now home to 75 iconic Maisons, which embody a distinctive art de vivre blending heritage and modernity. With reported sales of 86.2 billion euros in 2023 and 6000 stores around the world, we are the only group present in all major sectors of the luxury industry: Wines & Spirits, Fashion & Leather Goods, Perfumes & Cosmetics, Watches & Jewelry, and Selecti"
"Intern, Private Banking [Immediate Start, For At Least 3 Months]",CIMB Singapore,,2024-02-15,https://sg.linkedin.com/jobs/view/intern-private-banking-immediate-start-for-at-least-3-months-at-cimb-singapore-3831023006?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=B4f0NZ%2F47wAET5A2%2BjYDAQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"CIMB Group is a leading ASEAN universal bank, one of the largest Asian investment banks and one of the world's largest Islamic banks. CIMB Bank Singapore offers banking solutions catered to your every financial need with our consumer banking, commercial banking, Islamic banking and asset management products and services.




At CIMB, we believe that our people are our greatest assets in realising our vision of becoming Southeast Asia’s most valued universal bank. We offer an environment that is "
Business Management Intern,QCP,,2024-02-21,https://sg.linkedin.com/jobs/view/business-management-intern-at-qcp-3836035926?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=u%2FyBwgqTaIE5Bv5JlSQAOQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Established in 2017, QCP Capital is a digital assets trading firm and global market maker in options, headquartered in Singapore.

As one of the first digital assets trading firms in Singapore, QCP Capital brings to clients deep expertise gained from thriving through multiple market cycles. Our mission is to unlock new opportunities for clients at the forefront of crypto markets through providing institutional-grade liquidity, infrastructure and research.

An active early-stage crypto and blockc"
IT Intern,the LEGO Group,,2024-02-28,https://sg.linkedin.com/jobs/view/it-intern-at-the-lego-group-3791684924?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=qW211Mh9168tx%2FStkes0og%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Job Description

Are you eager to engage actively to build your capabilities in a global organisation? We need employees who value collaboration, quality and fun in the everyday life!

We are hiring for an internship with a minimum commitment of 6 months starting from January 2024. Please indicate your available dates in your Cover Letter and submit your CV together with unofficial transcripts.


Core Responsibilities





Provide end-user support by resolving incidents and completing service re"
E-Commerce Intern,UNIQLO,,2024-03-05,https://sg.linkedin.com/jobs/view/e-commerce-intern-at-uniqlo-3846637098?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=Pmrx5drUUP17ayw23kzL0g%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"• Support Customer Service team and Store Operations team to handle customer queries pertaining to orders - shipment status, click and collect, defective items, missing parcels; follow up to ensure resolution

• Manage and update customer information

• Assist in corporate purchase transacted on e-commerce platform

• Provide support in E-commerce reporting

• Assist in other e-commerce operations such as order fulfillment & logistic

• Assist with daily administrative duties

Show more "
Asia Pacific - Regional Corporate Strategy Intern,Shiseido,,2024-02-19,https://sg.linkedin.com/jobs/view/asia-pacific-regional-corporate-strategy-intern-at-shiseido-3830336776?refId=m9gyK8IyeBbFYpRB6EV7mQ%3D%3D&trackingId=jTSl248MOnCqB3AIlL9otg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"MAIN PURPOSE

Objective


To evaluate the price corridor that competitors have across APAC markets.
Analyse competitor’s price hierarchy across markets.
Price gap between Shiseido brands in respective markets.


Scope of work


Shiseido Brands: bShisieido & CPB
Competitors Brands: Estee Lauder, Lancome, La Mer, Guerlain
Markets: APAC markets, including Japan, HK, China.


Key Responsibilities


RESPONSIBILITIES 1
Data collection on competitors pricing across APAC markets.
Develop template for fu"
Marketing Intern,Maybank Investment Banking Group,,2024-02-23,https://sg.linkedin.com/jobs/view/marketing-intern-at-maybank-investment-banking-group-3836883541?refId=bPr%2B%2F8N0jwnoIidwVPZV%2BQ%3D%3D&trackingId=GnHOjba0QfRx6UWHWAKPsw%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"About Maybank Securities

Maybank Securities (MSSG) is a leading brokerage and investment bank across ASEAN, Maybank Securities provides services in corporate finance & advisory, debt markets, equity capital markets, derivatives, retail and institutional securities broking & research and Prime Brokerage.




This position reports directly to Head of Marketing.




Job Description:

As a marketing intern with Maybank Securities, you will have a unique opportunity to delve into the dynamic world o"
Capital Markets Intern,ADDX,,2023-03-20,https://sg.linkedin.com/jobs/view/capital-markets-intern-at-addx-3562829289?refId=bPr%2B%2F8N0jwnoIidwVPZV%2BQ%3D%3D&trackingId=TPeYJDB%2FjBuwDBK%2BmkGkSQ%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Who are we?




We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space.




Why join us?




We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority "
Community Intern,CHARLES & KEITH GROUP,,2024-02-13,https://sg.linkedin.com/jobs/view/community-intern-at-charles-keith-group-3802038113?refId=bPr%2B%2F8N0jwnoIidwVPZV%2BQ%3D%3D&trackingId=QGDK%2FgBJKunIz%2B%2FK5qMmoA%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"About The Role




We are on the search for a gritty, detail-oriented, and creative individual who’s passionate about brand community to join us! This role is responsible for supporting the HQ community Team for all community building efforts. You will play an integral role to support the daily operations and maintenance of our pinnacle Community Program, contributing to the achievement of key business objectives through your daily responsibilities and your team-specific projects.




Job Respon"
Customer Experience & Website Management Intern [Marketing],Maybank Investment Banking Group,,2024-02-16,https://sg.linkedin.com/jobs/view/customer-experience-website-management-intern-marketing-at-maybank-investment-banking-group-3832023206?refId=bPr%2B%2F8N0jwnoIidwVPZV%2BQ%3D%3D&trackingId=5QvJLBG70SM3b01sjEo2lg%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"About Maybank Securities

Maybank Securities is a leading brokerage house and investment bank in ASEAN. Maybank Securities provides services in corporate finance, debt markets, equity capital markets, derivatives, retail and institutional securities broking and research.







Job Description:

Work with business to review and revamp content on the website.
Work with designers, product, marketing, sales, research, external influencers and other industry experts where necessary.
Adhere to intern"
Travel Retail- Consumer Insights Intern,Shiseido,,2024-03-01,https://sg.linkedin.com/jobs/view/travel-retail-consumer-insights-intern-at-shiseido-3840130229?refId=bPr%2B%2F8N0jwnoIidwVPZV%2BQ%3D%3D&trackingId=yANyb76tjwIB1l1U8oNChQ%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"MAIN PURPOSE

Reporting directly to the Consumer Insights Manager, you will be responsible for working with the broader Consumer & Market Intelligence (CMI) team to deliver impactful research solutions to internal stakeholders.

Through this internship, you will be given hands-on opportunities to be involved in key research projects to learn and understand the process of qualitative and quantitative analysis. You will also be exposed to a diverse range of learning opportunities to develop both y"
"Intern, Learning & Development",Marriott International,,2024-02-16,https://sg.linkedin.com/jobs/view/intern-learning-development-at-marriott-international-3811207184?refId=bPr%2B%2F8N0jwnoIidwVPZV%2BQ%3D%3D&trackingId=UMJHivZ4UDtVkjvDw5GB5w%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Job Number 24015293

Job Category Management Development Programs/Interns

Location Singapore Regional Office, 2 Harbourfront Place #06-08, Singapore, Singapore, Singapore VIEW ON MAP

Schedule Full-Time

Located Remotely? N

Relocation? N

Position Type Non-Management

CORPORATE INTERNSHIP PROGRAM

Marriott International, Inc. is seeking current university student who is passionate and keen to establish a long-term career in the hospitality industry. We create opportunities to develop our inter"
Computer Science Intern (Python) – Trading,Grasshopper,,2024-03-05,https://sg.linkedin.com/jobs/view/computer-science-intern-python-%E2%80%93-trading-at-grasshopper-3846510498?refId=bPr%2B%2F8N0jwnoIidwVPZV%2BQ%3D%3D&trackingId=kNuGZFRdH2EGzOKbF3%2Fr6A%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Job Description

Have you wondered what it’s like being part of the most competitive industry in the world? Do you aspire to be part of a brilliant diverse team of traders, technologists, and quants?

Responsibilities

You will be working closely with a senior team member to design, build and deploy a system that consists of various tools used by the team for both reporting and trading purposes. The application involves full-stack development from front-end to back-end. It also involves numerica"
Clients & Markets Intern - Sports Business Group (Off-cycle internship),Deloitte,,2024-02-21,https://sg.linkedin.com/jobs/view/clients-markets-intern-sports-business-group-off-cycle-internship-at-deloitte-3800071692?refId=bPr%2B%2F8N0jwnoIidwVPZV%2BQ%3D%3D&trackingId=OWgHy1Qm218klG6b9ZiWKA%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Date: 6 Feb 2024

Service Line / Portfolios:

Location:

Singapore, Singapore, SG

Title: Clients & Markets Intern - Sports Business Group

What impact will you make?

At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clients, people and community. Whatever your aspirations, Deloitte offers you a highly inclusive, collaborative workplace and unrivalled opportunities to realize your full potential. We ar"
"Data Internships - Data Analyst, AI Data Specialist",Neuron Mobility,,2024-02-23,https://sg.linkedin.com/jobs/view/data-internships-data-analyst-ai-data-specialist-at-neuron-mobility-3836875015?refId=bPr%2B%2F8N0jwnoIidwVPZV%2BQ%3D%3D&trackingId=OtjATWvl6E6gm7ZrN%2FJSFw%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Neuron is an internationally leading shared micromobility operator with shared e-scooter and e-bike operations across the globe, including in Australia, Canada, the United Kingdom and New Zealand. Operating in 24 cities internationally, our mission is to partner with them to connect people and places in a safe, convenient and sustainable way. Cities are our most important customers and our vision is to help them build a more prosperous and sustainable future through new ways of moving and connec"
"Intern, People Analytics",foodpanda,,2024-03-04,https://sg.linkedin.com/jobs/view/intern-people-analytics-at-foodpanda-3846014138?refId=bPr%2B%2F8N0jwnoIidwVPZV%2BQ%3D%3D&trackingId=rJH%2Fr55%2BEfatVXByg9tVgQ%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"""To be the most loved everyday food and groceries destination!"" - that’s our mission at foodpanda (small ‘f’).

foodpanda is the largest food and grocery delivery platform in Asia, outside of China. Operating in more than 400 cities across 11 markets, we continue to expand and grow in our core food delivery business, as well as in new verticals like grocery deliveries, with a strong tech infrastructure at our core. From our restaurants-partners, cloud kitchens and cloud grocery stores — foodpand"
"Project Intern, Singapore Market",Temasek,,2024-02-28,https://sg.linkedin.com/jobs/view/project-intern-singapore-market-at-temasek-3713200342?refId=bPr%2B%2F8N0jwnoIidwVPZV%2BQ%3D%3D&trackingId=BAMAL3SoFq6hQG1AjVoHEA%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Department/Section: Singapore Market




Position: Project Intern, Singapore Market




Period: January 2024 to December 2024 (min. Full Time 6 Months)




Overview Of The Team




Temasek undertakes an ecosystem development approach to build new platforms and transform existing businesses for sustainable growth and value creation. This involves strong collaboration with various external stakeholders to enhance our network of partners and facilitate cooperation to catalyse building of future gro"
Product Marketing Intern,Parfums Christian Dior,,2024-02-21,https://sg.linkedin.com/jobs/view/product-marketing-intern-at-parfums-christian-dior-3835533725?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=4p5W4FgV3Ls3mfSYQkv4bw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"THE CONTEXT _________

Since 1947, the men and women of Parfums Christian Dior have embodied the founding ""couturier-perfumer's"" unique spirit of excellence, creativity and expertise, both in France and throughout the world. Our House is an open and highly-focused collective, a leader that thrives on the creativity of all its stakeholders. Our collective passion and our heritage, full of authenticity and dream, make us move forward and reinvent ourselves. By revolutionizing the codes of French s"
Full Time Marketing Intern,McDonald's Singapore,,2024-03-01,https://sg.linkedin.com/jobs/view/full-time-marketing-intern-at-mcdonald-s-singapore-3841735616?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=h0AMRFzLPJhFAyPB5DpNDA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"The incumbent will assist and support the Marketing Team in ensuring high quality execution of marketing campaigns in a timely and cost efficient manner. Key stakeholders include Restaurant Management Team, Business Consultants, Business Managers, Agencies and Key Suppliers.




Job Description:




Assist and support in the development and delivery of National Marketing campaigns.
Manages daily administration of the Marketing team
Liaise with suppliers to develop merchandising materials.
Coordi"
Data Scientist Intern,Univers,,2024-02-01,https://sg.linkedin.com/jobs/view/data-scientist-intern-at-univers-3819394280?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=RS14uxeCy38txKTDKkJhOQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Univers provides the world’s most comprehensive decarbonization system. 

We help companies and countries optimize energy systems and reduce carbon emissions with accurate, reliable, and actionable decarbonization data. Our EnOS (Energy and Environment Operating System) platform connects on-the-ground operational technology and in-the-cloud intelligence to deliver real-time energy data and data-driven carbon monitoring, reporting, and abatement.

With 220 million sensors and smart devices connec"
Summer Internship (Singapore),Brevan Howard,,2024-03-05,https://sg.linkedin.com/jobs/view/summer-internship-singapore-at-brevan-howard-3843008745?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=DyWiR95OLRFPySQ1EmjAhg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"The Firm:




Brevan Howard Asset Management is one of the leading absolute return/hedge fund managers, overseeing assets on behalf of institutional investors from around the world, including pension funds, endowments, insurance companies, government agencies, private banks and fund of funds.

Brevan Howard was founded in 2002 and launched its flagship global macro strategy in April 2003. The firm currently manages over $35bn and engages predominantly in discretionary directional and relative va"
Data Analyst Intern,foodpanda,,2024-02-26,https://sg.linkedin.com/jobs/view/data-analyst-intern-at-foodpanda-3537334509?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=%2F8X0Ty1XIq5gpo9Wn%2Fh4QQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"""To be the most loved everyday food and groceries destination!"" - that’s our mission at foodpanda (small ‘f’).

foodpanda is the largest food and grocery delivery platform in Asia, outside of China. Operating in more than 400 cities across 11 markets, we continue to expand and grow in our core food delivery business, as well as in new verticals like grocery deliveries, with a strong tech infrastructure at our core. From our restaurants-partners, cloud kitchens and cloud grocery stores — foodpand"
Intern Digital Business Management (Summer) - Porsche Services Singapore Pte Ltd,Porsche Asia Pacific Pte Ltd,,2024-02-07,https://sg.linkedin.com/jobs/view/intern-digital-business-management-summer-porsche-services-singapore-pte-ltd-at-porsche-asia-pacific-pte-ltd-3824643620?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=k7uVCF9GvwrvhPO6jnqb8Q%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Support the management in daily operations, including the preparation of management-level presentations
Contribute to the development of our digital solution portfolio
Create sales reporting and generate data-driven recommendations
Take over partial projects and complete them independently
Participate in the coordination and communication of brand and sales activities
Assist in planning and organization of activations and events
Close liaison with vendors, internal and external stakeholders


Re"
Economics Intern (m/f/x),Toloka,,2024-03-02,https://sg.linkedin.com/jobs/view/economics-intern-m-f-x-at-toloka-3841412556?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=kDSiwAH1cb0iPHq1kk8L%2Bg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"We are embarking on a large-scale project with a leading technology company to develop an AI system with a deep understanding of the humanities. This part-time, fully remote project offers a unique opportunity to influence the role of AI in philosophy, religion, languages, history, language arts, performing arts, and visual arts.

As an AI Tutor — Domain Expert, your work will involve creating and refining AI-generated content to ensure accuracy, relevance, and engagement across a wide array of "
Training & Events Intern (6 months),LVMH,,2024-02-20,https://sg.linkedin.com/jobs/view/training-events-intern-6-months-at-lvmh-3830967414?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=5UjT31SrnL7KTQGFoM9tlg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"About the Company

LVMH is the world leader in luxury.

A family group founded in 1987 and headed by Chairman and CEO Bernard Arnault, LVMH is now home to 75 iconic Maisons, which embody a distinctive art de vivre blending heritage and modernity. With reported sales of 86.2 billion euros in 2023 and 6000 stores around the world, we are the only group present in all major sectors of the luxury industry: Wines & Spirits, Fashion & Leather Goods, Perfumes & Cosmetics, Watches & Jewelry, and Selecti"
"Intern, Private Banking [Immediate Start, For At Least 3 Months]",CIMB Singapore,,2024-02-15,https://sg.linkedin.com/jobs/view/intern-private-banking-immediate-start-for-at-least-3-months-at-cimb-singapore-3831023006?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=u7cpz%2BNfguUdUg5r0txV0g%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"CIMB Group is a leading ASEAN universal bank, one of the largest Asian investment banks and one of the world's largest Islamic banks. CIMB Bank Singapore offers banking solutions catered to your every financial need with our consumer banking, commercial banking, Islamic banking and asset management products and services.




At CIMB, we believe that our people are our greatest assets in realising our vision of becoming Southeast Asia’s most valued universal bank. We offer an environment that is "
Business Management Intern,QCP,,2024-02-21,https://sg.linkedin.com/jobs/view/business-management-intern-at-qcp-3836035926?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=KigRQ9c5LrlZjaLs30pImw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Established in 2017, QCP Capital is a digital assets trading firm and global market maker in options, headquartered in Singapore.

As one of the first digital assets trading firms in Singapore, QCP Capital brings to clients deep expertise gained from thriving through multiple market cycles. Our mission is to unlock new opportunities for clients at the forefront of crypto markets through providing institutional-grade liquidity, infrastructure and research.

An active early-stage crypto and blockc"
E-Commerce Intern,UNIQLO,,2024-03-05,https://sg.linkedin.com/jobs/view/e-commerce-intern-at-uniqlo-3846637098?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=KmO0wp1JXiw2%2ByjsKAXsyg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"• Support Customer Service team and Store Operations team to handle customer queries pertaining to orders - shipment status, click and collect, defective items, missing parcels; follow up to ensure resolution

• Manage and update customer information

• Assist in corporate purchase transacted on e-commerce platform

• Provide support in E-commerce reporting

• Assist in other e-commerce operations such as order fulfillment & logistic

• Assist with daily administrative duties

Show more "
Asia Pacific - Regional Corporate Strategy Intern,Shiseido,,2024-02-19,https://sg.linkedin.com/jobs/view/asia-pacific-regional-corporate-strategy-intern-at-shiseido-3830336776?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=lvmWCpzwHRV1VnIkZX2YWw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"MAIN PURPOSE

Objective


To evaluate the price corridor that competitors have across APAC markets.
Analyse competitor’s price hierarchy across markets.
Price gap between Shiseido brands in respective markets.


Scope of work


Shiseido Brands: bShisieido & CPB
Competitors Brands: Estee Lauder, Lancome, La Mer, Guerlain
Markets: APAC markets, including Japan, HK, China.


Key Responsibilities


RESPONSIBILITIES 1
Data collection on competitors pricing across APAC markets.
Develop template for fu"
ANALYTICS & INSIGHTS MANAGEMENT INTERN - SEMESTER INTERN (6-MONTHS),Procter & Gamble,,2024-02-08,https://sg.linkedin.com/jobs/view/analytics-insights-management-intern-semester-intern-6-months-at-procter-gamble-3825487806?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=etNqtrbi2X0ziQyWvKaKMA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"Job Location

Singapore

Job Description

P&G is the largest consumer packaged goods company in the world. We have operations in over 75 countries, with 65 trusted brands that improve lives for 5 billion consumers worldwide. This brings many advantages, including the opportunity for our employees to enjoy a diverse and rewarding lifelong career filled with new and exciting challenges.

Are you energized by solving tough business problems that involve a mix of insights, unleashing growth opportun"
Intern Retail Merchandising & Marketing,Porsche Asia Pacific Pte Ltd,,2024-01-29,https://sg.linkedin.com/jobs/view/intern-retail-merchandising-marketing-at-porsche-asia-pacific-pte-ltd-3816642227?refId=lNlV50r4hYJMPd34Z9t%2BiA%3D%3D&trackingId=RO8qVbY%2BYLe2EYR1WuUuFQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,[],"The future has many facets: for the courageous, it is opportunity.

The world is becoming increasingly digital, connected, but also more uncertain and volatile. Yet, the iconic German sports car brand Porsche sees this complex future as opportunity. “In the beginning I looked around and could not find quite the car I dreamed of. So I decided to build it myself.” With this aspiration, trailblazer Ferry Porsche set the guiding principles for Porsche now, and beyond – to be the brand for those who "
Marketing Intern,Maybank Investment Banking Group,,2024-02-23,https://sg.linkedin.com/jobs/view/marketing-intern-at-maybank-investment-banking-group-3836883541?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=ij3mKuzF3KDA8CFsRUwpfw%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"About Maybank Securities

Maybank Securities (MSSG) is a leading brokerage and investment bank across ASEAN, Maybank Securities provides services in corporate finance & advisory, debt markets, equity capital markets, derivatives, retail and institutional securities broking & research and Prime Brokerage.




This position reports directly to Head of Marketing.




Job Description:

As a marketing intern with Maybank Securities, you will have a unique opportunity to delve into the dynamic world o"
Product Management Intern,Univers,,2024-02-14,https://sg.linkedin.com/jobs/view/product-management-intern-at-univers-3830532593?refId=%2BmLa37aJ4RNQbmXdaDln8g%3D%3D&trackingId=WLTL%2BZY3yL%2FYXeOy8h1h2g%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card,[],"Univers provides the world’s most comprehensive decarbonization system. 

We help companies and countries optimize energy systems and reduce carbon emissions with accurate, reliable, and actionable decarbonization data. Our EnOS (Energy and Environment Operating System) platform connects on-the-ground operational technology and in-the-cloud intelligence to deliver real-time energy data and data-driven carbon monitoring, reporting, and abatement.

With 220 million sensors and smart devices connec"
